Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
Theirs to Protect,Stasia Black ,3.97,Reverse Harem,Erotica,18223
Brown Girl in a White Country,Anita Vikram,2.6,NA,NA,18224
Death and Other Fun Activities,"Jeff Folschinsky , Mark Bate",5,NA,NA,18225
The Silk Princess,Katie Chase,4.09,NA,NA,18226
The Extra-Terrestrial Delivery,Sudipta Das ,4.24,NA,NA,18227
A Life Once Lived,Tracy Dale ,4.75,NA,NA,18228
"Sex, The Illustrated History: Through Time, Religion, and Culture, Volume Two",John R. Gregg ,4.8,Sexuality,NA,18229
Oath of Deception,Jennifer Anne Davis ,4.29,Fantasy,NA,18230
The Wheel of Time Collection 1-12,Robert Jordan,4.53,Fantasy,NA,18231
The Women of Heachley Hall,Rachel Walkley ,4.13,Historical Fiction,NA,18232
All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,"Donald Stratton, Ken Gire",4.46,Nonfiction,Biography,18233
The Revelations of August Barton,Jennifer LeBlanc ,4.58,NA,NA,18234
Flutter,Olivia Evans ,4.21,Romance,Contemporary Romance,18235
No Angel,Helen Keeble ,3.7,Angels,Demons,18236
The Gita For Children (IN),"Roopa Pai, Sayan Mukherjee ",4.5,Mythology,India,18237
The Aristocrat and Desert Prince,"Haruhi Tono, Ai Hasukawa , Karen McGillicuddy ",3.61,Yaoi,Boys Love,18238
A Song for Josh,Susan Rodgers ,3.8,Romance,Contemporary Romance,18239
Write to Die,Charles Rosenberg ,3.79,Mystery,Legal Thriller,18240
To Love a Sunburnt Country,Jackie French,4.5,Historical Fiction,Australia,18241
The Pioni Affair,Andy James,4.5,NA,NA,18242
Auction of Emotions,"Yasir Monon , ইয়াসির মনন ",4.85,NA,NA,18243
The Everafter,Amy Huntley ,3.71,Young Adult,Ghosts,18244
From Lukov with Love,Mariana Zapata ,4.33,Romance,Sports Romance,18245
An Aesthetic Education in the Era of Globalization,Gayatri Chakravorty Spivak,4.05,Philosophy,Essays,18246
The Forever War,Dexter Filkins,4.13,Nonfiction,Military Fiction,18247
The Journey Of An Artist,"Kimberley Mast, Kristian Kjul Pedersen , Fenna Quarré, Maria Johansen, Joost Ykema, Lucas Valentin Petersen",5,NA,NA,18248
Murder In The Palace & Other Short Stories,Priya Bajpai ,4.57,NA,NA,18249
The Wind Boy,"Ethel Cook Eliot, Shanon Hanse (Calligraphy)",4.2,Fantasy,Fairies,18250
Breakthrough,Ashley Walsh ,4.95,NA,NA,18251
The Invasion,"K.A. Applegate, Katherine Applegate",3.82,Science Fiction,Childrens,18252
The Pack,Kristin Coley ,4.15,Paranormal,Paranormal Romance,18253
The Hill of Dreams,Arthur Machen,3.89,Horror,Weird Fiction,18254
"Things Never To Call Your Wife: Porky, Meatloaf, Big Bum",Carhamel D. Chesecake ,5,NA,NA,18255
The Remnant (sequel to The Beachhead),David Anderson ,4.9,NA,NA,18256
From Riches to Rags,Jaclyn Howell ,4.95,NA,NA,18257
Where Wildfires Glow,Mutch Katsonga ,4.68,NA,NA,18258
BU DONG (International English Edition): When Strange Things Become Familiar,Oliver Meidl ,5,NA,NA,18259
Learning Python,"Mark Lutz, David Ascher",3.96,Programming,Technology,18260
Borderline,Mishell Baker,3.87,Fantasy,Fae,18261
The Full Circle,Namrata Gupta ,4.23,NA,NA,18262
She's With Me,Ava Violet ,4.24,Romance,Young Adult Romance,18263
The Way to Love,"Anthony de Mello, J. Francis Stroud ",4.14,Philosophy,Religion,18264
Secrets for the Mad,Dodie Clark,4.31,Nonfiction,LGBT,18265
Are Men the Weaker Sex?,Josette Sona ,3.83,NA,NA,18266
The Husky That Can't Howl,R. A Ostel,4.4,NA,NA,18267
Replacement,"Tor Ulven, Kerri A. Pierce , Stig Sæterbakken ",3.94,Fiction,European Literature,18268
Gelatin Silver Print,"Tige Lewis Quintina, Tiger Lewis ",4.57,NA,NA,18269
a dream of dragons,M. Kruger,5,NA,NA,18270
Philosophy For Dummies,Martin Cohen ,3.66,Philosophy,NA,18271
True Dummy - a fable of existence,Ashish Jaiswal ,4.91,NA,NA,18272
Paper Wishes,Spencer Hoshino ,4.43,Fantasy,NA,18273
In the Galway Silence,Ken Bruen,3.8,Mystery,Irish Literature,18274
Our 6.5 Years,"Navika Kachhwaha, Ankit Singh  (Editor)",4.75,NA,NA,18275
Magicalamity,Kate Saunders,3.98,Fantasy,Fairies,18276
The Stranger Maiden,B. Diaz ,4.75,NA,NA,18277
Fortune Favors the Bold,Theodore Modis ,4.3,NA,NA,18278
A Deal With God: The Power of One,Michael Haden ,3.95,Christian,NA,18279
Kael Jai: Outcast,E.J. Deen ,4.27,Science Fiction,NA,18280
Georgiana Darcy's Diary: Jane Austen's Pride and Prejudice Continued,Anna Elliott ,3.75,Historical Fiction,Historical Romance,18281
Little Arson Annie: Short Stories,Oliver Oyanadel ,5,NA,NA,18282
Freedom's Landing,Anne McCaffrey,3.95,Science Fiction,Romance,18283
Wall of Crosses: A Novella,Baj Goodson ,4.43,Mystery,NA,18284
"Reviews by Cat Ellington (The Complete Anthology, #1)",Cat Ellington ,5,NA,NA,18285
The One World Schoolhouse: Education Reimagined,Salman Khan,4.32,Education,Parenting,18286
Magic Triumphs,Ilona Andrews ,4.57,Urban Fantasy,Romance,18287
The Little Coffee Shop of Kabul,Deborah Rodriguez ,3.63,Fiction,Novels,18288
8 Ball Trick Shot,Francis J. Coyle ,4.57,NA,NA,18289
Imzadi,Peter David,3.91,Star Trek,Star Trek The Next Generation,18290
The Dinosaur Chronicles,Joseph M. Erhardt ,3.95,NA,NA,18291
Fighting the Silent,Bruno Martins Soares ,4.2,Science Fiction,NA,18292
Open Your Heart,Sophia Henry ,3.94,Romance,Musicians,18293
Just Like Animals,Hettie Ivers ,4.01,Paranormal,Contemporary,18294
Friction in Motion,Sy Kadella ,4.81,NA,NA,18295
The Bonaventure Adventures,Rachelle Delaney ,3.7,Middle Grade,Family,18296
Movemind,Robert New ,4.5,Short Stories,NA,18297
Do Not Ask,Elaine Williams Crockett ,4.42,Mystery,NA,18298
"Expecting Sunshine: A Journey of Grief, Healing, and Pregnancy After Loss, 1st Edition",Alexis Marie Chute ,4.37,Nonfiction,NA,18299
Ancient Gods & Aliens,Saurabh Shelar,5,NA,NA,18300
"Population: One: Autism, Adversity and the Will to Succeed",Tyler McNamer,3.76,Nonfiction,NA,18301
The Last Song of Dusk,Siddharth Dhanvant Shanghvi,3.74,India,Historical,18302
The Immortal Lover,A. White ,4.93,NA,NA,18303
Sylvie Asleton and the Shrike's Curse,James T. Callum ,3.77,Fantasy,NA,18304
Paragon,Riley Tune ,4.27,Superheroes,NA,18305
"Adios, Nirvana",Conrad Wesselhoeft ,3.97,Young Adult,Fiction,18306
Hope and Red,Jon Skovron ,3.92,Fantasy,Fiction,18307
Never Is a Very Long Time,Donna McDonald ,4.16,Romance,Amazon,18308
Kertamen,Mauro Martone ,3.66,NA,NA,18309
Concept's Forever,P.C. Clotter  (Illustrator ),5,NA,NA,18310
"Whatever It Is, I Don’t Like It",Howard Jacobson,3.58,Nonfiction,NA,18311
The Outrun,Amy Liptrot ,4.02,Nonfiction,Scotland,18312
Elysian Fields (The End #1),J.L. Perrigo ,5,NA,NA,18313
The Land I Lost,"Cassandra Clare , Sarah Rees Brennan , Melissa Fumero (Narrator)",4.64,Fantasy,Paranormal,18314
The Hidden Genes of Professor K,Gabriel Farago ,4.39,Thriller,NA,18315
Bride of the Sea,Emma Hamm ,3.73,Fantasy,Fae,18316
MA'AT 42 Plus GOD,LaTonya Page-Balkcom,4.65,NA,NA,18317
One Little Lie,Holly Willow,4,NA,NA,18318
Infallible,"Bailey Quinn , Carlyle Labuschagne ",4.4,NA,NA,18319
The Truth About Adira,Anna Paulsen ,5,NA,NA,18320
"Critique of Dialectical Reason, Vol 2","Jean-Paul Sartre, Arlette Elkaïm-Sartre (Editor), Quintin Hoare , Alan Sheridan-Smith , Fredric Jameson ",4.27,Philosophy,NA,18321
When The Girl Next Door Kills : The True Story of Alyssa Bustamante,Heidi Poole,3.57,True Crime,NA,18322
Things I'm Seeing Without You,Peter Bognanni ,3.48,Young Adult,Romance,18323
Do You Realize?,Kevin A. Kuhn ,4.05,Science Fiction,Contemporary,18324
The Triflers,Mumkey Jones,4.3,NA,NA,18325
"Eat Like a Gilmore: Daily Cravings: An Unofficial Cookbook for Fans of Gilmore Girls, with 100 New Recipes",Kristi Carlson ,3.93,Cookbooks,NA,18326
Scream All Night,Derek Milman ,3.79,Horror,Fiction,18327
Lamb to the Slaughter,Karen Ann Hopkins ,4.06,Mystery,Mystery Thriller,18328
Naturalizing Epistemology,Hilary Kornblith (Editor),4.13,Philosophy,NA,18329
What Waits in the Water,Kieran Scott ,4.1,Young Adult,Suspense,18330
The 19th Bladesman,S.J. Hartland ,4.13,Fantasy,Amazon,18331
The Orchid Mantis,Robert James Townsend ,4.53,NA,NA,18332
Last Lullaby,Carol Wyer ,4.3,Mystery,Mystery Thriller,18333
Swipe to Unlock: The Primer on Technology and Business Strategy,"Parth Detroja , Neel Mehta, Aditya Agashe ",4.32,Business,Entrepreneurship,18334
Gods’ Food,Sahara Sanders ,4.88,NA,NA,18335
"Holy Bible, NIV",Anonymous,4.71,Christian,Spirituality,18336
The Angel Stone,"Juliet Dark (Pseudonym), Carol Goodman ",3.94,Fantasy,Paranormal Romance,18337
American Panda,Gloria Chao ,3.81,Young Adult,Realistic Fiction,18338
Sisters in Law,Sylvia Mulholland,4.5,NA,NA,18339
The Voice,Anne Bishop,4.04,Fantasy,Magic,18340
Storming Heaven,Denise Giardina,4.12,Historical Fiction,Labor,18341
Allison's Secret,D. Stalter ,4.26,Post Apocalyptic,NA,18342
Out of the Silence,Owen Mullen ,4.57,Thriller,NA,18343
The Nanas Book: Our Breastfeeding Story,Hailee Oman,5,NA,NA,18344
The Servants,Michael Marshall Smith ,3.33,Fantasy,Ghosts,18345
Get 'Er Sideways: A Story About a Muscle Car and its Couple.,Mike Banks ,4.5,NA,NA,18346
POQUITO: UNPACKING THE MEMORY JAR,Tanya Montás Paris ,4.97,NA,NA,18347
Boys of Brayshaw High,Meagan Brandy ,4.27,Romance,Young Adult,18348
Heal With Me & Our Journey Goes On,Ali Marsman ,4.65,Poetry,NA,18349
Never Evers,"Tom Ellen, Lucy Ivison ",3.79,Romance,Humor,18350
Falling For You,Lisa Schroeder ,3.87,Young Adult,New Adult,18351
Nothing More to Take,Demetra Georgiou ,4.24,Romance,NA,18352
The Other Side of Her,K.Hari Kumar ,4.38,Suspense,NA,18353
The Empathy Problem,Gavin Extence,4.03,Fiction,Adult Fiction,18354
Institutional Racism and the search for African American masculinity and identity in selected works of Richard Wright,Khefa Nosakhere ,5,NA,NA,18355
Thief of Cahraman: A Retelling of Aladdin,Lucy Tempest ,4.21,Fantasy,Fiction,18356
124 Soul Liberating Poems of Rodolfo Martin Vitangcol,Rodolfo Martin Vitangcol ,5,NA,NA,18357
Skull Flowers,Jazon Dion Fletcher,2.48,Fantasy,Speculative Fiction,18358
Who Left The P(o)ets Out?,George G. Asztalos,5,NA,NA,18359
Time To Hunt,"Stephen Hunter , Beau Bridges (Narrator)",4.26,Thriller,Military Fiction,18360
Love Lost Her Way,Julie Anne Addicott ,4.52,NA,NA,18361
The Omnidoxy,Cometan ,5,NA,NA,18362
Mr. Big Empty,Gregory Ashe ,4.29,M M Romance,Young Adult,18363
The Explorer's Mindset: Unlock Health Happiness and Success the Fun Way,Francis Shenstone ,4.81,Self Help,NA,18364
The Elite Kings' Club Box Set,Amo Jones ,4.52,Dark,NA,18365
And Lead Us Not,David Pierson ,5,NA,NA,18366
Daemonslayer,William King ,4.19,Fantasy,Adventure,18367
Little White Lies,Jennifer Lynn Barnes ,3.86,Young Adult,Thriller,18368
A Twisted Fate,Kaylyn Marie Dunn ,4,NA,NA,18369
It All Comes Back to You,Beth Duke ,4.08,Fiction,Contemporary,18370
Strangers in the Storm: Love and Survival on Mount Rainier,"Jared Rund , Diane McKenney",4.02,Nonfiction,NA,18371
Fib and the Axe of Fury (Risen Evil #1),Esosa Kolawole ,3.81,Mythology,NA,18372
Underlord,Will Wight ,4.66,Fantasy,Epic Fantasy,18373
The Da Vinci Code (the Young Adult Adaptation),Dan Brown ,4.52,Fiction,Classics,18374
The Veil of Veronica,Gertrud von le Fort,4.16,Catholic,NA,18375
Daughters of Northern Shores,Joanne Bischof ,4.38,Historical Fiction,Fiction,18376
Moth Smoke,Mohsin Hamid,3.84,Fiction,Novels,18377
Apache Strike Force,Camilla Monk ,4.3,Romance,Novella,18378
How to Be a Normal Person,T.J. Klune ,4.33,M M Romance,Humor,18379
INFALLIBLE (BOOK 1) THE COMMITMENT CHALLENGE,T.J. Spencer Jacques ,4.6,NA,NA,18380
All in Pieces,Suzanne Young ,4.09,Young Adult,Young Adult Contemporary,18381
Finding You,Emma Nichols ,4.04,Romance,Adult,18382
The Girl From America,Ephantus Mwenda ,5,NA,NA,18383
The Open Doorway,Madeleine Mitchell ,4.45,NA,NA,18384
"I Fought Like a Girl, and I Won!",Nicole Alyse Dorman,5,NA,NA,18385
Where's Spot?,Eric Hill,4.1,Picture Books,Fiction,18386
Pieces of the Past: The Holocaust Diary of Rose Rabinowitz,Carol Matas ,4.07,Historical Fiction,World War II,18387
"Crazy Is My Superpower: How I Triumphed by Breaking Bones, Breaking Hearts, and Breaking the Rules",A.J. Mendez Brooks ,4.49,Nonfiction,Sports,18388
METATOMICS: THE GRAND DESIGN,Todd Fischer ,4.83,NA,NA,18389
"Break the Bodies, Haunt the Bones",Micah Dean Hicks ,3.76,Horror,Science Fiction,18390
The Black Coats,Colleen Oakes ,3.71,Young Adult,Mystery,18391
Visual Perception with Tensorflow,Chirantan Ghosh ,4.87,NA,NA,18392
Deep and Dirty: A Novel,Douglas Dell ,4.78,NA,NA,18393
"Shadow Mountain: A Memoir of Wolves, a Woman, and the Wild",Renee Askins,4.18,Animals,Memoir,18394
The Racketeer,John Grisham ,3.83,Fiction,Legal Thriller,18395
"Your Family, God's Way: Developing & Sustaining Relationships in the Home",Wayne A. Mack,3.83,Counselling,Christian Living,18396
Meant To Be Together,Faraaz Kazi ,4.1,Romance,NA,18397
Tainaron: Mail from Another City,"Leena Krohn, Hildi Hawkins , Inari Krohn ",3.8,Fantasy,Speculative Fiction,18398
Cows,Matthew Stokoe ,3.47,Horror,Literature,18399
Taming Tigers: Do things you never thought you could,Jim Lawless ,3.76,Business,NA,18400
A Single Desperate Prayer: A Memoir,Ludmila Ritz ,4.57,NA,NA,18401
Angel's Flight,Ella Summers ,4.52,Fantasy,Paranormal,18402
"Anne Frank's Tales from the Secret Annex: A Collection of Her Short Stories, Fables, and Lesser-Known Writings","Anne Frank, Susan Massotty (Editor)",4.24,Nonfiction,Biography,18403
"The Meghan O'Byrne Chronicle (Fall From Grace, #1)",F. Scott Andison ,4.25,NA,NA,18404
Water Runs Red,Jenna Clare ,4.2,Poetry,Adult,18405
The Legend of the 10 Elemental Masters,Nick Smith,3.96,Fiction,NA,18406
Loved and Lost,Stephanie Kusiak ,4.41,LGBT,Lesbian Romance,18407
Swell,J.G. Johnson ,4.73,NA,NA,18408
Blythewood,Carol Goodman ,3.85,Fantasy,Magic,18409
Unoffendable: How Just One Change Can Make All of Life Better,Brant Hansen,4.47,Nonfiction,Faith,18410
Shakespeare's Poems,"William Shakespeare, Henry R. Woudhuysen (Editor), Katherine Duncan-Jones (Editor)",4.15,Poetry,NA,18411
Dorothy in the Land of Monsters,Garten Gevedon ,3.46,Fantasy,Paranormal,18412
The Awakening of Ren Crown,Anne Zoelle ,4.12,Fantasy,Young Adult Fantasy,18413
Bertie's Book of Spooky Wonders,Ocelot Emerson,5,Middle Grade,NA,18414
Night Speed,Chris Howard ,3.66,Young Adult,Romance,18415
The Girl in the Haystack,Bryon MacWilliams ,4.71,Holocaust,NA,18416
Forty Ways to Square a Circle,Neil Hummasti,5,NA,NA,18417
The Night Land,William Hope Hodgson,3.55,Horror,Classics,18418
The Possibility of Fireflies,Dominique Paul ,3.68,Young Adult,Teen,18419
Sway of the Siren,Laurie McCall ,4.5,NA,NA,18420
Initiation to Bhakti Yoga (Srimad Bhagavatam #1),Srinath Shrothrium ,0,NA,NA,18421
Naked or Dead,A.E. Murphy ,4.37,Dark,Contemporary,18422
"Monster: Perfect Edition, Vol. 1","Naoki Urasawa, Camellia Nieh ",4.53,Manga,Mystery,18423
The One-Straw Revolution,Masanobu Fukuoka,4.38,Nonfiction,Agriculture,18424
Binding Circumstance,Kelley Griffin ,4.86,NA,NA,18425
Odell's Fall,Norman Bacal ,4.26,Fiction,NA,18426
A Love Like Mine,Icarus,5,NA,NA,18427
Mya the Mermaid: A Rhyming Story about Hope and Embracing Diversities,"Helen G., Celine S. ",4.5,NA,NA,18428
Time's Forbidden Flower,Diane Rinella ,3.86,Romance,Chick Lit,18429
Song for the Unraveling of the World,Brian Evenson,3.9,Horror,Weird Fiction,18430
Magic and the Shinigami Detective,Honor Raconteur ,4.34,Fantasy,Magic,18431
The Elephant's Child (Just So Stories),"Rudyard Kipling, Arlette Lavie ",4,Picture Books,Short Stories,18432
If You Could Be Mine,Sara Farizan,3.72,Young Adult,Contemporary,18433
"I'm Telling the Truth, but I'm Lying: Essays",Bassey Ikpi ,4.33,Nonfiction,Psychology,18434
The First Sex,Elizabeth Gould Davis,3.74,Feminism,Womens Studies,18435
Blood Water Paint,Joy McCullough ,4.13,Historical Fiction,Fiction,18436
Not Exactly a Love Story,Audrey Couloumbis ,3.37,Young Adult,Contemporary,18437
Absolute Y: The Last Man Vol. 1,"Brian K. Vaughan  (Writer), Pia Guerra ",4.43,Comics,Fiction,18438
Chosen,Katrina Cope ,4.11,Fantasy,NA,18439
Zodiac Academy: The Awakening,"Caroline Peckham , Susanne Valenti ",4.33,Fantasy,New Adult,18440
Molecular Biology of the Cell,"Bruce Alberts, Alexander Johnson, Julian Lewis, Martin Raff, Keith Roberts, Paul Walter",4.34,Science,Reference,18441
The Power of Simplicity: A Management Guide to Cutting Through the Nonsense & Doing Things Right,"Jack Trout, Steve Rivkin",3.88,Business,Leadership,18442
Weakest Moments,E.J. Williams ,3.86,NA,NA,18443
Alphas Like Us,"Krista Ritchie , Becca Ritchie ",4.35,Romance,LGBT,18444
The New Journey,Pegaz ,3.9,Fantasy,NA,18445
Neverwhere: BBC Dramatisation,"Neil Gaiman  (Creator), Dirk Maggs (Writer)",4.34,Fantasy,Adventure,18446
The Citadel (The concluding volume in The Beachhead trilogy),David Anderson ,4.71,NA,NA,18447
Problem Solving in Data Structures & Algorithms Using Python: Programming Interview Guide,Hemant Jain,4.7,NA,NA,18448
"Quiet Sanctuary: All That Follows (Quiet Sanctuary, #1)","G.B. Hook , Verity Thomas",3.83,NA,NA,18449
Middlegame,Seanan McGuire ,4.05,Fantasy,Urban Fantasy,18450
Whisper,Lynette Noni ,4.27,Young Adult,Mystery,18451
What They Asked Me: The Fear of Living and Dying Young,Mwanandeke Kindembo ,5,NA,NA,18452
The Cleaner,Mark Dawson ,3.69,Thriller,Audiobook,18453
The Unadjusteds,Marisa Noelle ,4.29,Young Adult,NA,18454
Stars of Fortune,Nora Roberts ,4.01,Romance,Paranormal Romance,18455
The Academy,C.J. Daly ,4.3,Fantasy,NA,18456
Constellation Planet,Jason Falloon ,5,NA,NA,18457
Does God Exist?,William Lane Craig,4.23,Nonfiction,NA,18458
So All Is Peace,Vandana Singh-Lal,4.1,India,NA,18459
Becoming Animal: An Earthly Cosmology,David Abram,4.13,Nonfiction,Environment,18460
You were the Soul to my Existence,Amna Dhanani ,4.48,Poetry,NA,18461
Newspaperman: S.I. Newhouse and the Business of News,Richard H Meeker,4.67,NA,NA,18462
"A Matter of Time, Vol. 1",Mary Calmes ,4.27,M M Romance,Crime,18463
The Windsome Tree: A Ghost Story,Eileen Albrizio ,5,NA,NA,18464
The Loch of the Dead,Oscar de Muriel,4.23,Mystery,Fiction,18465
Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Angela Saini,4.07,Nonfiction,Psychology,18466
Strange as This Weather Has Been,Ann Pancake,3.83,Fiction,Historical,18467
"Black Tooth Grin: The High Life, Good Times, and Tragic End of ""Dimebag"" Darrell Abbott",Zac Crain,3.97,Music,NA,18468
The Rage of Dragons,Evan Winter ,4.38,Fantasy,High Fantasy,18469
The Mohan - A Novel,John M3 Frame ,5,NA,NA,18470
Heaven Official’s Blessing [天官赐福],墨香铜臭,4.66,Fantasy,China,18471
Once Upon Another World,"Cassidy K. O'Connor , Jaclyn Roche , Monique Singleton , Joel Crofoot , D.E. Chapman , Erin McFadden , K.L. Bone , L.R.W. Lee , more…",4.44,Fantasy,NA,18472
Romantic Guerrilla,DS Kumar ,4.23,NA,NA,18473
The Traitor's Game,Jennifer A. Nielsen ,3.82,Fantasy,Audiobook,18474
Legend of Trump,J.M.K. Walkow ,2.17,NA,NA,18475
The Children of the Sky,Vernor Vinge,3.64,Science Fiction,Fantasy,18476
Lord of the Night,Simon Spurrier,4.07,Science Fiction,Adventure,18477
Carceral Capitalism,Jackie Wang,4.66,Nonfiction,Theory,18478
The Meat Hunter,Megan Allen ,4.11,Thriller,Crime,18479
"The Holy Bible, Douay-Rheims Version",Anonymous,4.6,Religion,Theology,18480
The Cartel,"Ashley Antoinette , JaQuavis Coleman ",4.56,Urban,Crime,18481
Dhammapada: The Way of Truth,Sangharakshita (Translation),4.55,Buddhism,NA,18482
The Princess Spy,Melanie Dickerson ,4.04,Romance,Christian,18483
The Usborne Book of Greek Myths,"Anna Milbourne, Louie Stowell, Elena Temporin , Simona Bursi , Petra Brown  ",4.41,Mythology,Picture Books,18484
